,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
389,vila franca do campo,49,IT,1578095539,92,45.18,8.4,39.99,6.93
390,kurilsk,71,RU,1578095548,77,45.23,147.88,18.27,19.37
391,ust-maya,0,RU,1578095548,96,60.42,134.54,-33.02,2.44
392,minot,1,US,1578095549,68,48.23,-101.3,24.8,10.29
393,iquitos,75,PE,1578095549,100,-3.75,-73.25,42.8,2.24
394,santiago del estero,76,PH,1578095456,94,16.69,121.54,66.54,1.66
395,ust-kut,100,RU,1578095549,93,56.78,105.75,21.7,12.03
396,pombas,79,BR,1578095549,90,-15.9,-54.74,73.44,3.09
397,devrek,96,TR,1578095549,89,41.22,31.96,29.97,1.32
398,soe,20,EE,1578095408,93,57.91,26.05,37.4,11.41
399,semey,100,KZ,1578095550,97,50.41,80.25,19.11,2.48
400,abnub,0,EG,1578095550,70,27.27,31.15,46.4,10.29
401,nuuk,99,GL,1578095413,73,64.17,-51.74,23.0,12.75
402,tambun,40,ID,1578095550,88,-6.26,107.07,80.6,3.36
403,marawi,19,PH,1578095550,76,8.0,124.29,73.0,8.01
404,eenhana,100,NA,1578095550,83,-17.48,16.34,75.2,2.75
405,bay roberts,20,PH,1578095551,73,14.18,121.28,75.99,5.82
406,dongkan,3,CN,1578095551,63,34.0,119.83,38.17,3.49
407,nishihara,40,JP,1578095551,60,35.74,139.53,48.0,4.7
408,opuwo,100,NA,1578095551,81,-18.06,13.84,70.23,3.85
409,polson,1,US,1578095463,86,47.69,-114.16,44.01,6.93
410,taldan,26,RU,1578095552,92,53.69,124.82,-13.25,3.87
411,bubaque,36,GW,1578095552,64,11.28,-15.83,78.94,11.74
412,honiara,20,SB,1578095552,66,-9.43,159.96,89.6,9.17
413,biak,100,ID,1578095552,73,-0.91,122.88,82.29,9.4
414,baherden,91,TM,1578095552,85,38.44,57.43,39.72,1.95
415,katobu,100,ID,1578095356,81,-4.94,122.53,81.63,2.73
416,atherton,40,AU,1578095552,79,-17.27,145.48,87.01,5.82
417,waingapu,100,ID,1578095553,77,-9.65,120.26,84.25,21.97
418,san quintin,21,ML,1578095323,14,13.3,-4.9,60.37,9.84
419,moindou,40,NC,1578095553,43,-21.69,165.68,87.8,3.36
420,ranong,20,TH,1578095553,88,9.96,98.62,77.0,3.36
421,shubarshi,7,KZ,1578095553,86,48.59,57.19,11.21,3.38
422,touros,40,BR,1578095553,78,-5.2,-35.46,80.6,11.41
423,saint-georges,100,CA,1578095553,100,46.12,-70.67,37.0,7.0
424,alofi,75,NU,1578095554,69,-19.06,-169.92,80.6,5.82
425,nanortalik,96,GL,1578095554,64,60.14,-45.24,29.34,10.18
426,chandbali,100,IN,1578095554,83,20.77,86.74,63.0,6.46
427,geilo,38,NO,1578095554,85,60.53,8.21,19.99,5.01
428,abatskoye,100,RU,1578095554,93,56.29,70.46,10.26,15.19
429,esperance,75,AU,1578095555,59,-33.86,121.89,60.8,9.17
430,harlingen,90,NL,1578095555,86,53.18,5.41,45.0,10.29
431,pontes e lacerda,100,BR,1578095555,95,-7.27,-48.27,72.79,4.27
432,dandong,0,CN,1578095441,72,40.12,124.37,20.7,5.84
433,kaohsiung,75,TW,1578095556,93,22.62,120.31,64.99,3.36
434,clevelandia,26,BR,1578095556,93,-26.4,-52.47,63.63,2.62
435,axim,56,GH,1578095557,65,4.87,-2.24,74.25,2.21
436,saint-joseph,100,FR,1578095557,93,43.56,6.97,48.2,4.7
437,lompoc,1,US,1578095557,28,34.64,-120.46,71.6,5.82
438,zwedru,25,LR,1578095557,51,6.07,-8.13,68.65,1.5
439,frederikshavn,50,DK,1578095558,84,57.44,10.53,42.01,13.0
440,evinayong,68,GQ,1578095558,92,1.44,10.55,69.93,3.36
441,maniitsoq,94,GL,1578095558,54,65.42,-52.9,23.94,2.24
442,mareeba,40,AU,1578095558,79,-16.99,145.42,87.01,5.82
443,belmonte,2,PT,1578095361,81,40.36,-7.35,46.0,2.21
444,aguimes,1,ES,1578095558,48,27.91,-15.45,64.99,6.93
445,sola,100,TZ,1578095559,81,-3.17,33.8,64.2,5.91
446,tubuala,40,PA,1578095559,74,9.52,-79.03,84.2,4.7
447,gigmoto,11,PH,1578095559,78,13.78,124.39,80.69,22.88
448,talnakh,40,RU,1578095559,77,69.49,88.39,-2.2,15.66
449,paamiut,100,GL,1578095559,60,61.99,-49.67,31.12,0.63
450,ust-tsilma,100,RU,1578095559,98,65.44,52.15,34.12,10.2
451,kidal,54,ML,1578095559,31,18.44,1.41,52.41,13.38
452,marzuq,0,YE,1578095560,84,14.4,46.47,57.92,2.66
453,pegnitz,75,DE,1578095560,87,49.76,11.54,45.0,13.87
454,monrovia,20,LR,1578095560,94,6.33,-10.8,71.6,5.82
455,progreso,20,UY,1578095560,68,-34.68,-56.22,73.0,19.46
456,klaksvik,29,FO,1578095413,68,62.23,-6.59,32.0,20.8
457,jacareacanga,100,BR,1578095560,99,-6.22,-57.76,72.25,3.04
458,gorontalo,100,ID,1578095561,89,0.54,123.06,77.86,4.0
459,yantal,100,RU,1578095561,93,56.85,105.25,21.49,11.27
460,bulgan,0,MN,1578095561,63,48.81,103.53,5.7,2.77
461,xiaoweizhai,100,CN,1578095561,94,26.23,107.51,42.19,3.58
462,angoche,100,MZ,1578095531,93,-16.23,39.91,76.23,3.47
463,neiafu,20,TO,1578095367,62,-18.65,-173.98,84.2,6.93
464,hunchun,88,CN,1578095562,73,42.86,130.36,14.16,3.44
465,nove mesto pod smrkem,0,UA,1578095562,90,48.53,32.12,29.23,5.41
466,nioro,100,GM,1578095562,10,13.79,-15.05,73.44,12.82
467,prestea,15,GH,1578095562,60,5.43,-2.14,70.61,0.34
468,murgab,40,TM,1578095562,93,37.5,61.97,35.6,6.93
469,posadas,20,PY,1578095562,51,-27.37,-55.89,86.0,4.7
470,cape elizabeth,0,CL,1578095495,28,-36.41,-71.9,86.0,13.87
471,loa janan,94,US,1578095563,87,38.4,-111.64,19.99,7.0
472,mahibadhoo,9,MV,1578095563,78,3.78,72.97,81.82,6.85
473,tocopilla,83,CL,1578095563,53,-22.09,-70.2,57.74,1.79
474,avera,90,US,1578095563,100,33.19,-82.53,73.4,6.93
475,teknaf,98,BD,1578095563,97,20.86,92.31,64.18,2.37
476,cascais,0,PT,1578095339,81,38.7,-9.42,55.99,5.82
477,fallon,1,US,1578095564,68,46.84,-105.12,30.0,4.7
478,lorengau,98,PG,1578095564,72,-2.02,147.27,84.61,5.64
479,saint-denis,90,FR,1578095564,81,48.94,2.36,48.0,8.05
480,dillon,20,US,1578095564,69,45.22,-112.64,33.8,13.87
481,abu jubayhah,75,JP,1578095564,86,34.51,131.49,39.2,8.05
482,sindor,100,RU,1578095565,96,62.87,51.9,32.63,11.74
483,cedar city,75,US,1578095565,92,39.39,-110.45,28.0,1.66
484,marrakesh,90,MA,1578095565,76,31.63,-7.99,51.8,2.24
485,rakek,100,SI,1578095565,77,45.81,14.32,42.01,2.24
486,lyubashivka,20,UA,1578095565,87,47.84,30.26,29.91,2.64
487,ishim,100,RU,1578095565,93,56.11,69.47,10.72,15.52
488,kirakira,49,SB,1578095565,66,-10.46,161.92,84.61,8.81
489,batagay-alyta,79,RU,1578095566,100,67.8,130.41,-23.31,4.99
490,veracruz,90,EC,1578095566,69,-3.97,-79.57,73.4,13.87
491,shima,40,JP,1578095566,70,34.34,136.82,48.2,16.11
492,urusha,9,RU,1578095566,93,54.05,122.9,-16.55,2.59
493,havoysund,75,NO,1578095566,80,71.0,24.66,33.8,28.86
494,krasnyy oktyabr,95,RU,1578095567,93,53.81,40.7,30.42,16.64
495,aswan,0,EG,1578095567,56,24.09,32.9,47.26,8.05
496,gazanjyk,87,TM,1578095567,82,39.24,55.52,35.56,9.37
497,rawson,75,AR,1578095567,52,-43.3,-65.11,74.75,12.41
498,bungu,91,TZ,1578095567,98,-7.63,39.06,73.56,2.71
499,skagen,62,SE,1578095567,66,58.6,13.44,41.0,16.11
500,merauke,96,ID,1578095567,58,-8.49,140.4,87.46,4.25
501,ust-nera,62,RU,1578095568,99,64.57,143.24,-13.5,2.13
502,petauke,100,ZM,1578095568,96,-14.25,31.33,67.46,3.06
503,vawkavysk,90,BY,1578095568,93,53.15,24.45,35.6,11.18
504,ekibastuz,34,KZ,1578095568,88,51.72,75.32,14.11,10.69
505,lugovaya,100,RU,1578095568,86,54.38,61.21,16.74,12.19
506,pacific grove,40,US,1578095568,100,47.26,-122.25,55.99,5.12
507,marathon,98,CA,1578095465,79,48.72,-86.38,23.18,11.1
508,dagda,100,LV,1578095569,91,56.09,27.54,37.51,11.92
509,viseu,55,PT,1578095569,97,40.66,-7.91,57.0,4.12
510,solnechnyy,0,RU,1578095569,85,50.72,136.64,-7.19,1.03
511,pokhara,21,NP,1578095569,87,28.21,83.99,44.24,2.28
512,guangyuan,28,CN,1578095569,81,32.43,105.86,39.99,2.95
513,richards bay,90,US,1578095569,86,46.84,-95.91,28.4,7.11
514,sovetskiy,96,RU,1578095570,94,56.76,48.47,29.98,18.32
515,davila,20,PH,1578095499,93,18.47,120.58,64.4,2.24
516,omboue,100,GA,1578095570,95,-1.57,9.26,74.93,2.66
517,russell,1,US,1578095570,60,38.9,-98.86,44.6,10.29
518,mezen,100,RU,1578095570,95,65.85,44.24,35.46,17.69
519,nedjo,85,ET,1578095570,45,9.5,35.5,64.58,2.64
520,khirkiya,59,IN,1578095570,84,22.17,76.86,57.04,4.7
521,gunjur,100,GM,1578095571,43,13.18,-16.76,73.4,8.05
522,kohlu,0,PK,1578095571,57,29.9,69.25,39.22,2.75
523,bozhou,0,CN,1578095571,78,33.86,115.78,38.98,2.48
524,bayshore gardens,75,US,1578095571,71,47.25,-123.05,55.0,3.36
525,labuhan,76,ID,1578095318,89,-2.54,115.51,76.77,1.48
526,suratgarh,0,IN,1578095571,58,29.32,73.9,49.69,2.66
527,ambam,57,CM,1578095571,79,2.38,11.27,69.87,2.15
528,pangody,97,RU,1578095572,94,65.85,74.49,7.18,13.31
529,coihaique,20,CL,1578095572,45,-45.58,-72.07,62.6,5.82
530,caxito,75,BR,1578095572,88,-22.65,-42.51,77.0,5.82
531,port hardy,84,CD,1578095483,68,-7.04,29.76,78.13,4.52
532,beisfjord,91,NO,1578095572,92,68.38,17.6,30.0,5.82
533,maningrida,81,AU,1578095341,53,-12.05,134.23,90.09,4.94
534,tessalit,6,ML,1578095573,30,20.2,1.01,51.26,12.35
535,horta,20,BR,1578095573,78,-10.93,-37.66,82.4,11.41
536,panguna,83,PG,1578095573,52,-6.32,155.48,88.72,1.43
537,yichun,18,CN,1578095417,95,47.72,128.88,-6.95,3.09
538,ust-omchug,100,RU,1578095573,91,61.13,149.63,2.84,8.1
539,verkhnetulomskiy,75,RU,1578095573,68,68.61,31.8,30.2,13.42
540,huaihua,100,CN,1578095369,92,27.56,109.96,40.51,2.19
541,inhambane,3,MZ,1578095574,82,-23.87,35.38,78.15,10.76
542,leshukonskoye,100,RU,1578095574,98,64.9,45.76,34.68,12.95
543,sept-iles,90,CA,1578095574,85,50.2,-66.38,21.99,4.7
